"","q","response","SE"
"179",0.04,8.5037255361702,0.430580606006404
"180",0.04,7.37258998149048,0.937046774744468
"181",0.04,8.9469418695355,0.462314793134886
"182",0.04,7.29208517195533,1.02715944968432
"183",0.04,7.48112526276527,0.728806124482626
"184",0.04,7.63291699429821,0.406464881934768
"185",0.04,8.62942838631093,0.413099027334235
"186",0.04,5.41004164026419,1.13053255066298
"187",0.04,6.82461749817124,0.831506291938904
"188",0.04,8.11150898155398,0.509107998390898
"189",0.04,11.9293314199287,0.683169680251194
"190",0.04,8.42304987841464,1.22641406449844
"191",0.04,9.48803757870322,0.600949194427317
"192",0.04,6.77717631116037,0.557985416031194
"193",0.04,7.93875209248143,1.05740028089569
"194",0.04,6.47009324388112,0.476592309342448
"195",0.04,9.0816414985007,0.998812456289878
"196",0.04,6.7142971190882,0.615952987789884
"197",0.04,7.12758708133509,0.717608823227076
"198",0.04,3.92452422930735,0.283607752466861
"199",0.04,9.52950343244441,0.507379461610585
"1100",0.08,5.78407678812469,0.374392674756423
"1101",0.08,11.1213248214489,1.31964851012623
"1102",0.08,6.1670404901046,0.775149729116354
"1103",0.08,7.93528013933157,0.567841497395097
"1104",0.08,5.52180606463374,0.815355878083703
"1105",0.08,6.90992464270803,0.825687407198844
"1106",0.08,6.41193127186538,0.898547405431493
"1107",0.08,5.18626055244278,1.16266088425255
"1108",0.08,6.55361167472363,1.0426509406222
"1109",0.08,4.10089222307742,0.456244954398304
"1110",0.08,13.9004936001448,1.34742777401054
"1111",0.08,6.21374247443966,0.887531638977208
"1112",0.08,6.87238480334166,0.836544768772821
"1113",0.08,7.70561021305518,0.562331362683155
"1114",0.08,5.57375700579937,1.08846764242203
"1115",0.08,6.88699628822125,0.623338209710524
"1116",0.08,8.68743971762886,0.673438394493957
"1117",0.08,8.07392037159313,0.695063310147782
"1118",0.08,5.16241715436801,0.614156917693421
"1119",0.08,7.09995175537611,0.59794040491034
"1120",0.08,6.55972150068177,0.726043685746661
"1121",0.08,7.39324573105694,0.447556575644764
"1122",0.08,9.34365242039446,0.837618796539267
"1123",0.08,8.17215121097502,0.34064192587278
"1124",0.08,8.45094725778887,0.510091066326696
"1125",0.08,6.3418850844655,0.509449103159637
"1126",0.08,6.29471071901563,0.56194245650684
"1127",0.08,6.36027577519349,0.509717560017024
"1128",0.08,13.5773674827879,1.35483477367192
"1129",0.08,7.44160137510608,0.75590827601193
"1130",0.08,8.37024502288961,0.690305440373203
"1131",0.08,5.78148291885841,1.11963176080789
"1132",0.08,9.22674826411358,0.386697053811884
"1133",0.08,10.959043786994,0.884326672922906
"1134",0.08,8.1436427864262,0.568607708593446
"1135",0.08,7.32197019328476,0.649521814513811
"1136",0.08,7.34597079888557,0.655412609946853
"1137",0.08,7.71975289384848,0.759531628498435
"1138",0.08,7.0163093920541,0.575007812462765
"1139",0.08,7.11608332562712,0.9106701850876
"1140",0.08,5.74164454160834,0.615100689194771
"1141",0.08,4.35709874025953,0.66343617384556
"1142",0.08,7.45706018655847,0.524463727121718
"1143",0.08,14.1189342674204,1.54108161384369
"1144",0.08,8.76403986735711,0.482764516926842
"1145",0.08,8.04613036286018,0.521850591749926
"1146",0.08,5.90334294850119,0.378056275200887
"1147",0.08,6.44405791274789,0.204030048471365
"1148",0.08,7.27216308571546,0.388845736924489
"1149",0.08,7.69291124629211,0.949068730328894
"1150",0.08,6.16384689862311,0.449246055172565
"1151",0.08,8.34877437797751,0.977071461448898
"1152",0.08,6.64812278492437,0.648149574077297
"1153",0.08,5.95850081253496,0.680383593193794
"1154",0.08,1.67134044318456,1.02706427614394
"1155",0.08,6.61818228707457,0.733620014542451
"1156",0.08,5.45776038295252,0.488620465015601
"1157",0.08,9.56836759016138,1.01785638246629
"1158",0.08,2.31202462764113,1.20946174478124
"1159",0.08,5.80055019579837,0.526005516407644
"1160",0.08,9.52644780226845,0.826156651369195
"1161",0.08,7.42389170470189,0.608074137155814
"1162",0.08,7.87400211273923,0.566797005568012
"1163",0.08,11.2534134541873,0.709695989676068
"1164",0.08,6.39147185075092,1.54484694090075
"1165",0.08,6.34794549071488,0.77397151036203
"1166",0.08,5.9304706631989,0.471654832436831
"1167",0.08,8.85582016765349,0.836707107802465
"1168",0.08,6.70547294661267,0.641765190948045
"1169",0.08,7.91593283244413,0.740916635846497
"1170",0.08,7.50915834566359,0.489213540845124
"1171",0.08,6.61081180721397,0.725685941472878
"1172",0.08,1.48768370401898,0.826415957682856
"1173",0.08,7.7781372994304,0.354430390730568
"1174",0.08,6.87593588233216,2.25446843601803
"1175",0.08,7.7442491345473,2.35149611339479
"1176",0.08,5.66361109228249,0.752477942324326
"1177",0.08,5.41291268050475,1.89243538099622
"1178",0.08,8.24423979361679,1.41774748121513
"1179",0.08,8.03034086024672,0.419848044207857
"1180",0.08,7.02961335667415,0.911192898453941
"1181",0.08,8.50784834094571,0.449066752592926
"1182",0.08,6.958794255565,1.01336750092338
"1183",0.08,7.09282335771431,0.705530781854711
"1184",0.08,7.27336870889919,0.394930660026787
"1185",0.08,8.15265295255785,0.403955126224836
"1186",0.08,5.12658523681993,1.09337070778896
"1187",0.08,6.50745587879311,0.808011847138341
"1188",0.08,7.75782414707766,0.498955169261394
"1189",0.08,11.4213772562251,0.6683123762514
"1190",0.08,8.03032156198969,1.2049235142857
"1191",0.08,9.08298931440048,0.586576317822857
"1192",0.08,6.41347669770104,0.544943665684083
"1193",0.08,7.55101301847611,1.0411317635281
"1194",0.08,6.14713963227297,0.467967221875401
"1195",0.08,8.65830004443428,0.971450920437196
"1196",0.08,6.40413298753318,0.593184000951385
"1197",0.08,6.7925797748459,0.700857874089341
"1198",0.08,3.71085204022967,0.278129925092285
"1199",0.08,9.11814075908694,0.506104678137252
"1200",0.12,5.49282070253905,0.371634520911576
"1201",0.12,10.5910396167315,1.27114775688122
"1202",0.12,5.85173352192724,0.761133881894508
"1203",0.12,7.55415532199618,0.558027302680454
"1204",0.12,5.23488739190359,0.788282105504993
"1205",0.12,6.58847573772446,0.817570983853453
"1206",0.12,6.0926075870896,0.866686487141155
"1207",0.12,4.93729497222174,1.15679378353525
"1208",0.12,6.21124986966289,1.02011254506165
"1209",0.12,3.90472317236473,0.43978083233362
"1210",0.12,13.1518928772668,1.32120344802741
"1211",0.12,5.92939912644826,0.878404816465482
"1212",0.12,6.50173801990227,0.81797668699502
"1213",0.12,7.32560425452132,0.54991997503788
"1214",0.12,5.32700808581994,1.07319658108383
"1215",0.12,6.54656248262,0.608903634614631
"1216",0.12,8.2540485359507,0.661362164237832
"1217",0.12,7.68484122491628,0.681004347571687
"1218",0.12,4.94344660055877,0.606504080487632
"1219",0.12,6.76166454103671,0.588090519831019
"1220",0.12,6.24573267969537,0.710076299440508
"1221",0.12,7.01071650280367,0.438478648062842
"1222",0.12,8.8946357711248,0.816066644123523
"1223",0.12,7.78949337768121,0.337495866733598
"1224",0.12,8.05111132291245,0.499497914135772
"1225",0.12,6.03908507366307,0.501520292348718
"1226",0.12,5.9754580615254,0.548667046108477
"1227",0.12,6.075834317569,0.503021998474753
"1228",0.12,13.037710167355,1.32533258334806
"1229",0.12,7.08853348013525,0.745310612692912
"1230",0.12,7.99275242222744,0.682544561019802
"1231",0.12,5.47923014122038,1.08931454576874
"1232",0.12,8.77400158350826,0.385527884733413
"1233",0.12,10.52533912203,0.872958113033838
"1234",0.12,7.76173137058862,0.559945000422151
"1235",0.12,6.99902539021158,0.636371109191306
"1236",0.12,7.0431696548731,0.640586867272391
"1237",0.12,7.35762653993129,0.740576894401782
"1238",0.12,6.69584867272438,0.564192004811385
"1239",0.12,6.73253871845635,0.893802012840239
"1240",0.12,5.5014444896772,0.601136542037306
"1241",0.12,4.14745552700373,0.628883623472544
"1242",0.12,7.10847409723642,0.513017548300077
"1243",0.12,13.4294452612929,1.5084489631631
"1244",0.12,8.36560828435735,0.474855287412627
"1245",0.12,7.67252450649483,0.511067009588243
"1246",0.12,5.60662305669604,0.369784690766808
"1247",0.12,6.15018029393174,0.200691995538716
"1248",0.12,6.93099317529797,0.377092458278844
"1249",0.12,7.35065001047851,0.92992341236897
"1250",0.12,5.84790008813419,0.436988979582242
"1251",0.12,7.97199474758177,0.956270007272856
"1252",0.12,6.28274154420839,0.6494847532442
"1253",0.12,5.6511773588017,0.668457666640452
"1254",0.12,1.55895805594661,0.998473336063657
"1255",0.12,6.31185578092578,0.714038138632279
"1256",0.12,5.19859886321505,0.488177184889493
"1257",0.12,9.09505168172285,1.00019900446988
"1258",0.12,2.14958389560142,1.17544263639939
"1259",0.12,5.51834704377082,0.510737579138825
"1260",0.12,9.14125684376716,0.818899870621826
"1261",0.12,7.063790133323,0.597075299294662
"1262",0.12,7.50852051517495,0.564259128735973
"1263",0.12,10.7080896890798,0.666808283654857
"1264",0.12,6.09864299560522,1.53729347482376
"1265",0.12,6.04233742682904,0.757069771333453
"1266",0.12,5.6022593515571,0.45694636502015
"1267",0.12,8.43528284910752,0.817414781429515
"1268",0.12,6.35415853473549,0.619836808223778
"1269",0.12,7.52822469201835,0.736727060366639
"1270",0.12,7.13105717811553,0.477188609678843
"1271",0.12,6.29492143420324,0.702408634598886
"1272",0.12,1.41208063885241,0.820314305671977
"1273",0.12,7.41528099798946,0.34817084876413
"1274",0.12,6.60040672142488,2.21023989760817
"1275",0.12,7.32326541268217,2.32204900729208
"1276",0.12,5.37157692098707,0.744990787411975
"1277",0.12,5.09311634478995,1.85160414379792
"1278",0.12,7.84109742554858,1.38504161562512
"1279",0.12,7.64659448818195,0.412150408382801
"1280",0.12,6.71552449750748,0.885138161934799
"1281",0.12,8.10121542417669,0.437415192767796
"1282",0.12,6.59113057203152,1.0029545296618
"1283",0.12,6.76764373910726,0.687199088674822
"1284",0.12,6.98440351859615,0.388343348369953
"1285",0.12,7.74344491080138,0.395575466333584
"1286",0.12,4.85759753967104,1.05704858364089
"1287",0.12,6.19596205132504,0.793157562796237
"1288",0.12,7.38651017878495,0.490608251472805
"1289",0.12,10.8980983423711,0.654692259575168
"1290",0.12,7.65491683938181,1.17633750920101
"1291",0.12,8.67759642059733,0.579076318594277
"1292",0.12,6.00750726341104,0.53264148137448
"1293",0.12,7.23920085928241,1.02668661252813
"1294",0.12,5.83545268213653,0.458508984320205
"1295",0.12,8.27117825375745,0.956720768683911
"1296",0.12,6.10480786324664,0.563041877948529
"1297",0.12,6.49499804499114,0.67818451161728
"1298",0.12,3.46869779980004,0.272738555737037
"1299",0.12,8.66579076923653,0.506801618595436
"1300",0.16,5.2102847217346,0.367648945364967
"1301",0.16,10.1556639987935,1.24021391768771
"1302",0.16,5.58353155397901,0.750581730215712
"1303",0.16,7.19023098700522,0.551685667001904
"1304",0.16,4.95904527785434,0.769317378625281
"1305",0.16,6.25621972221727,0.808345446385853
"1306",0.16,5.82038391626421,0.852862878305127
"1307",0.16,4.67478423346054,1.15024823510375
"1308",0.16,5.88734778281453,0.990143160800764
"1309",0.16,3.70502513943499,0.4213360402843
"1310",0.16,12.5354591495794,1.29410979699011
"1311",0.16,5.64006997272108,0.873325005069706
"1312",0.16,6.20774652679375,0.802645228953713
"1313",0.16,6.94004303500015,0.536540368524742
"1314",0.16,5.05666224445321,1.05145568597171
"1315",0.16,6.270833766199,0.595717515878431
"1316",0.16,7.82445912027341,0.646010018708112
"1317",0.16,7.3693321499639,0.672903244692483
"1318",0.16,4.71095279972545,0.595975421460193
"1319",0.16,6.47934794841754,0.580022539493869
"1320",0.16,5.96083982593319,0.701399513685828
"1321",0.16,6.68621928901896,0.432070589179413
"1322",0.16,8.45588043894676,0.799144739401175
"1323",0.16,7.41406794967955,0.33347930129293
"1324",0.16,7.66062387473602,0.488544371214506
"1325",0.16,5.75066131072352,0.493346088590271
"1326",0.16,5.66952439494091,0.538112862185942
"1327",0.16,5.75261358143844,0.495260623226445
"1328",0.16,12.4818396160666,1.28807446235368
"1329",0.16,6.74234317812312,0.733200037084845
"1330",0.16,7.64626542275308,0.672617185902177
"1331",0.16,5.20149118529715,1.06415104304965
"1332",0.16,8.36057307269059,0.386479747866946
"1333",0.16,10.1215966931259,0.86572243532704
"1334",0.16,7.36117223810322,0.54695984719756
"1335",0.16,6.67801885582525,0.621025758615048
"1336",0.16,6.69209513497283,0.617680108942722
"1337",0.16,7.00228197195463,0.72788249638959
"1338",0.16,6.37874947304739,0.555546860765109
"1339",0.16,6.36464031208795,0.877276555969349
"1340",0.16,5.21795374266281,0.581640844209402
"1341",0.16,3.91389057032889,0.594622903706732
"1342",0.16,6.75691919280462,0.49978674271362
"1343",0.16,12.8648457078204,1.48230126710829
"1344",0.16,7.96027927548059,0.46957058484359
"1345",0.16,7.31760037636758,0.501257524538927
"1346",0.16,5.3413046443299,0.363719039286257
"1347",0.16,5.84062535736323,0.201484066218696
"1348",0.16,6.55218795115701,0.369357830227061
"1349",0.16,7.00160993595613,0.915868468894252
"1350",0.16,5.54757894218194,0.423423761737035
"1351",0.16,7.63086504502073,0.942368102797617
"1352",0.16,5.92958816255651,0.650151688626858
"1353",0.16,5.34122481342337,0.65689310446917
"1354",0.16,1.4701607243165,0.977492536488492
"1355",0.16,6.00916660671968,0.696918355171473
"1356",0.16,4.9264900603885,0.48743269424511
"1357",0.16,8.67103203294739,0.970943761517239
"1358",0.16,2.01622195716379,1.15824293248012
"1359",0.16,5.2729570802937,0.494459959023943
"1360",0.16,8.69591826623066,0.809048659192259
"1361",0.16,6.72414898446401,0.583760043625503
"1362",0.16,7.14477094897374,0.563809898688361
"1363",0.16,10.1911956591567,0.637571383263804
"1364",0.16,5.81637077430747,1.52102482994359
"1365",0.16,5.76800160008286,0.742249500226106
"1366",0.16,5.33176394889648,0.446527750790713
"1367",0.16,8.02939649099186,0.802855216503086
"1368",0.16,6.02470310149849,0.605073311273986
"1369",0.16,7.15663926094648,0.735612996506912
"1370",0.16,6.78485378952802,0.465908885717435
"1371",0.16,5.95402029093968,0.677509430289804
"1372",0.16,1.34035756126632,0.811852551935233
"1373",0.16,7.12415205862466,0.338869053413229
"1374",0.16,6.33683721060579,2.17421940257242
"1375",0.16,6.93672122051707,2.30910724867261
"1376",0.16,5.1353209311786,0.73684688394818
"1377",0.16,4.85698679853749,1.81438135498322
"1378",0.16,7.5335791244694,1.37030006225838
"1379",0.16,7.29125756583603,0.404100609233371
"1380",0.16,6.42991524202137,0.867948891491577
"1381",0.16,7.69583599144035,0.429068733945408
"1382",0.16,6.27923935321839,0.994466985580536
"1383",0.16,6.45155862769361,0.671110418341346
"1384",0.16,6.6422126101691,0.379650198996261
"1385",0.16,7.39219487778179,0.392248059188164
"1386",0.16,4.57242265911228,1.02821913421325
"1387",0.16,5.8360544641604,0.775898474457422
"1388",0.16,7.06247662688081,0.484023091192627
"1389",0.16,10.4357488315423,0.646419684743483
"1390",0.16,7.34442488194276,1.16334059464502
"1391",0.16,8.32529130484767,0.571219539697414
"1392",0.16,5.66770578274672,0.522693838745407
"1393",0.16,6.8934036115316,1.01496830807755
"1394",0.16,5.54790363948502,0.448377407516559
"1395",0.16,7.92930112440288,0.94611745298357
"1396",0.16,5.84462232403294,0.542402168364772
"1397",0.16,6.16065871202316,0.660658776415834
"1398",0.16,3.24458668356838,0.269275582307544
"1399",0.16,8.24173081390658,0.510352712236015
"1400",0.2,4.95016738674926,0.365011816429513
"1401",0.2,9.72116242929947,1.20631518668144
"1402",0.2,5.31097901424523,0.738433239598549
"1403",0.2,6.8597546842773,0.545049062563523
"1404",0.2,4.6861025251951,0.749114755579227
"1405",0.2,5.9931877785311,0.803169170252893
"1406",0.2,5.50774092069007,0.837948022630247
"1407",0.2,4.43736624809143,1.14122423763298
"1408",0.2,5.59806456887647,0.966145451309378
"1409",0.2,3.51649238658107,0.412387335648112
"1410",0.2,11.8987273327151,1.27325815362644
"1411",0.2,5.39854522926414,0.869552085915342
"1412",0.2,5.91654717195878,0.792932704133926
"1413",0.2,6.61755194982364,0.527707682222919
"1414",0.2,4.81646165995198,1.0375338656547
"1415",0.2,5.9287364508104,0.582661047966378
"1416",0.2,7.42573593767345,0.631219614341678
"1417",0.2,7.00821541025592,0.659765626350048
"1418",0.2,4.47813960986144,0.58483783739573
"1419",0.2,6.12062185198914,0.567989608341583
"1420",0.2,5.69289558057136,0.694093315095924
"1421",0.2,6.38887217068618,0.427166589280187
"1422",0.2,8.02212815641997,0.789938146487935
"1423",0.2,7.04942559097196,0.330138815000586
"1424",0.2,7.30496494174783,0.472656717093892
"1425",0.2,5.45146821292555,0.485467149191145
"1426",0.2,5.35298393815888,0.525283685682013
"1427",0.2,5.43556657709719,0.491954415143449
"1428",0.2,11.9031378262264,1.25310124812029
"1429",0.2,6.41782388094342,0.718121278915715
"1430",0.2,7.30349240752435,0.665337630228698
"1431",0.2,4.9643315859375,1.03743339343238
"1432",0.2,7.99479145605612,0.386068460604016
"1433",0.2,9.72344973217375,0.854703902460805
"1434",0.2,7.00363524276175,0.538269409008702
"1435",0.2,6.38237281035457,0.608076633527976
"1436",0.2,6.36912754314466,0.60395846323881
"1437",0.2,6.66523591365529,0.711091647902503
"1438",0.2,6.04664545751714,0.547641717265603
"1439",0.2,5.97226938636575,0.868474358505642
"1440",0.2,4.9756809480322,0.568087586179196
"1441",0.2,3.66783010423812,0.568412798745035
"1442",0.2,6.44857361907605,0.494058272038224
"1443",0.2,12.3264880026445,1.4525542336712
"1444",0.2,7.56041034896099,0.461612884069917
"1445",0.2,6.99755804113043,0.493197834482481
"1446",0.2,5.09047685971714,0.356926803241103
"1447",0.2,5.58509637562487,0.204042308362918
"1448",0.2,6.21885143201114,0.362779235012984
"1449",0.2,6.63233485445979,0.904573452201882
"1450",0.2,5.30799365366834,0.412852176547176
"1451",0.2,7.22449773008513,0.914779364953169
"1452",0.2,5.64368456355265,0.653833808423003
"1453",0.2,5.07227590822422,0.646963957701902
"1454",0.2,1.33708544944095,0.954797557580478
"1455",0.2,5.73359840625255,0.679704318651056
"1456",0.2,4.68861996695864,0.486520935133007
"1457",0.2,8.28095392038214,0.9537486569709
"1458",0.2,1.76525976527967,1.13101593815617
"1459",0.2,4.99368626920842,0.481640304693201
"1460",0.2,8.22053660430992,0.80039102301206
"1461",0.2,6.38587570043038,0.574918234589703
"1462",0.2,6.83430437793186,0.565724416706252
"1463",0.2,9.7441800505702,0.609115608940052
"1464",0.2,5.59474301631962,1.52034909784847
"1465",0.2,5.50189246690742,0.727601716574819
"1466",0.2,5.08375715385914,0.438307285934746
"1467",0.2,7.7296763022958,0.791961650216887
"1468",0.2,5.73274390594199,0.589209023037287
"1469",0.2,6.79781142139537,0.729613786086427
"1470",0.2,6.44571341590232,0.458655197863022
"1471",0.2,5.6613193791968,0.658631796921748
"1472",0.2,1.25914455672459,0.799856257801091
"1473",0.2,6.85442733860824,0.330468189275935
"1474",0.2,6.04938929287979,2.12075642351489
"1475",0.2,6.51055209374406,2.29095261406398
"1476",0.2,4.87056974223434,0.72540837173305
"1477",0.2,4.64828596025085,1.7860653179756
"1478",0.2,7.21193392725159,1.35181896316123
"1479",0.2,6.91963271890113,0.398003250081893
"1480",0.2,6.12054163421316,0.843287941728033
"1481",0.2,7.33482170675457,0.41825663630772
"1482",0.2,5.97121235909313,0.987289824324184
"1483",0.2,6.13222156371783,0.658465573347569
"1484",0.2,6.34171503914408,0.3744688525596
"1485",0.2,7.01671589899912,0.387509097565789
"1486",0.2,4.31988482762571,1.00480166935079
"1487",0.2,5.49719814083806,0.761018659976838
"1488",0.2,6.76483398449899,0.480636808442193
"1489",0.2,9.9644046391352,0.631652306815324
"1490",0.2,7.04488729023001,1.15509762886212
"1491",0.2,7.97529578461872,0.564535563663963
"1492",0.2,5.3346430353505,0.509537506479913
"1493",0.2,6.55659126478293,1.0015350581902
"1494",0.2,5.27976563579505,0.445646618088383
"1495",0.2,7.59768536443825,0.929495319773424
"1496",0.2,5.53576240213377,0.527884991093143
"1497",0.2,5.92576600935779,0.638688111606702
"1498",0.2,3.09350232520267,0.266606347962662
"1499",0.2,7.80060381074512,0.512607204441868
